,Fecha,Nombre,Ubicacion,Seguidores,Retweets,Favorito,Hashtags,Tweet
697,2021-02-05 03:27:53+00:00,Toby,,108,0,1,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Al parecer bloquea más que Rosa María Palacios. Eso que nunca supe que existía la señora. Al parecer sólo gustan de leer aquello que refuerza sus creencias (en varios casos equivocadas). https://t.co/gvqbikZLJT
698,2021-02-05 03:26:57+00:00,@kuenny sarmiento,"Trujillo, Peru",9,1,10,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Será por terruca??
699,2021-02-05 03:25:40+00:00,sebastian durand,,7,0,0,[],"@AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Mi solidaridad completa. Ya falta poco para que caiga este gobierno nefasto y traidor de Lenin Moreno,el Ollanta peruano."
700,2021-02-05 03:24:39+00:00,manuel,,4,0,0,[],@Vero_Mendoza_F Y qué empresa propone usted señora terruca
701,2021-02-05 03:24:01+00:00,Sebastian La Fuente,,188,0,3,[],"@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Aquí en Lima están deteniendo ilegalmente en campos de concentración a peruanos por 4 horas por ir a trabajar para comer y no dices nada.
Agua para  tu molino."
702,2021-02-05 03:23:42+00:00,Erick Ruiz,,107,0,0,[],"@peruvianito @Vero_Mendoza_F @JuntosporPeru @NuevoPeruMov @MujeresNP @jdeechave @ayay_mila @EyzaguirreCath @DrCarlosGlave Quieren nueva Constitución solo para destruir la economía, IZQUIERDA NUNCA MÁS!"
703,2021-02-05 03:22:12+00:00,Warner, ciudadano universal,743,0,1,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc LENIN dictador!
704,2021-02-05 03:22:10+00:00,Cástor Rodríguez,Lima,6,0,0,[],@frankst23808561 @JuntosporPeru @Vero_Mendoza_F @soltvcanal Corruptos papá!
705,2021-02-05 03:21:38+00:00,Gral.Ricardo Milla H,Lima,1003,1,1,[],"@EncuestasP_2021 @Vero_Mendoza_F @BeingoleaA Beingolea es el candidato más capaz, honesto y firme!!"
706,2021-02-05 03:21:37+00:00,Cecilia Garavito,,1734,0,0,[],@AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Fuerza!
707,2021-02-05 03:21:16+00:00,Mesías García P.,,467,0,0,[],@AAbantoalvarez @rlopezaliaga1 @Vero_Mendoza_F La terronika es un disparate.
708,2021-02-05 03:20:34+00:00,luis silva,Lima peru,261,0,0,[],@danielfolivares Gobierno inepto y payaso x eso estas elecciones la gente d a pie votara x @DanielUrresti1o o @Vero_Mendoza_F
709,2021-02-05 03:20:27+00:00,Cecilia Garavito,,1734,0,2,[],@DrCarlosGlave @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Vi que el cónsul le respondió. Ojalá que todo se arregle.
710,2021-02-05 03:20:14+00:00,Cecilia Palacios,,6620,0,0,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Razón?
711,2021-02-05 03:20:13+00:00,César Muñoz Oré,"Jesús Maria, Peru",181,0,0,[],@AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Fuerza compañera.... 🤗
712,2021-02-05 03:19:27+00:00,Arturo,,11,0,19,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Hubieron muchos peruanos varados q no tubieron el previlegio de tener a una madrina como doña Vero 😓
713,2021-02-05 03:18:25+00:00,Dr. Carlos Glave,,1196,5,37,[],"@Vero_Mendoza_F @ARTEPATER @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Cancillería tiene que responder.
Fuerza Anahi!"
714,2021-02-05 03:18:18+00:00,Cástor Rodríguez,Lima,6,0,0,[],"@AntonioAyacucho @JuntosporPeru @Vero_Mendoza_F @soltvcanal Estás soñando iluso, despierta los privados te van clavar hasta en el cielo."
715,2021-02-05 03:17:50+00:00,Jair Ramos,"Lima, Peru",18,0,0,[],@cesar124790 @1915domino @jdeechave @AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Para eso está la cancilleria
716,2021-02-05 03:17:30+00:00,Norma Terán,Perú,33,2,4,[],"@EncuestasP_2021 @Vero_Mendoza_F @BeingoleaA Marcaré los MAPAS del PERÚ por Alberto Beingolea, el más preparado para gobernar y sacar al Perú adelante"
717,2021-02-05 03:16:46+00:00,Dr. Carlos Glave,,1196,5,33,[],"Cancillería tiene que responder!

Anahi Durand :
""Sin mayor explicación y con mucha prepotencia migración de Ecuador no me deja entrar y pretende dejarme retenida. Consulado Peru no responde""
@CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F"
718,2021-02-05 03:16:30+00:00,Rocio orrego,,10,1,1,[],@EncuestasP_2021 @Vero_Mendoza_F @BeingoleaA Beingolea Presidente del Perú 2021!!
719,2021-02-05 03:16:14+00:00,Norma Terán,Perú,33,1,4,[],"@EncuestasP_2021 @Vero_Mendoza_F @BeingoleaA Beingolea el mejor, muy lejos de Verónica que anda como un loro repitiendo su libreto aprendido"
720,2021-02-05 03:15:37+00:00,Karen Paola Bernedo,,1700,0,2,[],"@AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Mi solidaridad contigo querida Anahí, mucha fuerza, esperemos que cancillería haga su trabajo y haga valer tus derechos."
721,2021-02-05 03:15:29+00:00,Tom D Cáceres 🐍💸🐸🐸,"Arequipa, Peru",310,0,3,[],"@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Recién me di cuenta que me bloqueo, cuando no se quien es ni en pelea de lagartos 😹 https://t.co/C90jKdP9Q8"
722,2021-02-05 03:14:50+00:00,manuel,,12,0,0,[],@sergiotej @Vero_Mendoza_F @JuntosporPeru Megacomision ? 20 palos ? Asi se lucha contra la corrupcion?
723,2021-02-05 03:14:09+00:00,Percy Luis Briceño Portilla,"Huaral, Peru",11,0,3,[],"@EncuestasP_2021 @Vero_Mendoza_F @rlopezaliaga1 @JovenesHDS @JovenesMorados_ @dsalaverryv @rafaelsantosn @yonhy_lescano @BeingoleaA Julio Guzmán
        Vs
Yhiny Lescano"
724,2021-02-05 03:13:57+00:00,Tom D Cáceres 🐍💸🐸🐸,"Arequipa, Peru",310,0,2,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Derrepente estaba con una bandeja roja con la hoz y el martillo ⚒
725,2021-02-05 03:13:43+00:00,Richard ANTI CONGRESO,"Lima, Peru",433,0,0,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Parfavar....
726,2021-02-05 03:13:23+00:00,Alfonso Rivera,"Quito, Ecuador",508,0,0,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc ¿ Qué le han dicho las autoridades migratorias locales ?
727,2021-02-05 03:13:18+00:00,EDISON TORERO,QUITO,21,0,0,[],@AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F @AnahiDurandG Ha dado testimonio de quienes son los VERDADEROS prepotentes y corruptos en Ecuador
